Index,Description,IconIndex,OptionCount,Option0_code,Option0_Value,Option1_code,Option1_Value,Option2_code,Option2_Value,SendToOthers
2186,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,60,NONE,0,NONE,0,1
2187,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,70,NONE,0,NONE,0,1
2188,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,80,NONE,0,NONE,0,1
2189,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,90,NONE,0,NONE,0,1
2190,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,100,NONE,0,NONE,0,1
2191,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,110,NONE,0,NONE,0,1
2192,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,120,NONE,0,NONE,0,1
2193,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,130,NONE,0,NONE,0,1
2194,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,140,NONE,0,NONE,0,1
2195,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,150,NONE,0,NONE,0,1
2196,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,160,NONE,0,NONE,0,1
2197,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,170,NONE,0,NONE,0,1
2198,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,180,NONE,0,NONE,0,1
2199,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,190,NONE,0,NONE,0,1
2200,라이트닝 속성 공격력 증가,169,1,DAMAGERATE_LIGHTNING_ADD,200,NONE,0,NONE,0,1
2201,감전 상태,170,1,HP_DECREASE_ADD,1200,NONE,0,NONE,0,1
2202,감전 상태,170,1,HP_DECREASE_ADD,1400,NONE,0,NONE,0,1
2203,감전 상태,170,1,HP_DECREASE_ADD,1600,NONE,0,NONE,0,1
2204,감전 상태,170,1,HP_DECREASE_ADD,1800,NONE,0,NONE,0,1
2205,감전 상태,170,1,HP_DECREASE_ADD,2000,NONE,0,NONE,0,1
2206,감전 상태,170,1,HP_DECREASE_ADD,2200,NONE,0,NONE,0,1
2207,감전 상태,170,1,HP_DECREASE_ADD,2400,NONE,0,NONE,0,1
2208,감전 상태,170,1,HP_DECREASE_ADD,2600,NONE,0,NONE,0,1
2209,감전 상태,170,1,HP_DECREASE_ADD,2800,NONE,0,NONE,0,1
2210,감전 상태,170,1,HP_DECREASE_ADD,3000,NONE,0,NONE,0,1
2211,감전 상태,170,1,HP_DECREASE_ADD,3200,NONE,0,NONE,0,1
2212,감전 상태,170,1,HP_DECREASE_ADD,3400,NONE,0,NONE,0,1
2213,감전 상태,170,1,HP_DECREASE_ADD,3600,NONE,0,NONE,0,1
2214,감전 상태,170,1,HP_DECREASE_ADD,3800,NONE,0,NONE,0,1
2215,감전 상태,170,1,HP_DECREASE_ADD,4000,NONE,0,NONE,0,1
2216,감전 상태,170,1,HP_DECREASE_ADD,4200,NONE,0,NONE,0,1
2217,감전 상태,170,1,HP_DECREASE_ADD,4400,NONE,0,NONE,0,1
2218,감전 상태,170,1,HP_DECREASE_ADD,4600,NONE,0,NONE,0,1
2219,감전 상태,170,1,HP_DECREASE_ADD,4800,NONE,0,NONE,0,1
2220,감전 상태,170,1,HP_DECREASE_ADD,5000,NONE,0,NONE,0,1
2221,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,2800,NONE,0,NONE,0,1
2222,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,3000,NONE,0,NONE,0,1
2223,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,3200,NONE,0,NONE,0,1
2224,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,3400,NONE,0,NONE,0,1
2225,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,3600,NONE,0,NONE,0,1
2226,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,3800,NONE,0,NONE,0,1
2227,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,4000,NONE,0,NONE,0,1
2228,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,4200,NONE,0,NONE,0,1
2229,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,4400,NONE,0,NONE,0,1
2230,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,4600,NONE,0,NONE,0,1
2231,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,4800,NONE,0,NONE,0,1
2232,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,5000,NONE,0,NONE,0,1
2233,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,5200,NONE,0,NONE,0,1
2234,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,5400,NONE,0,NONE,0,1
2235,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,5600,NONE,0,NONE,0,1
2236,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,5800,NONE,0,NONE,0,1
2237,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,6000,NONE,0,NONE,0,1
2238,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,6200,NONE,0,NONE,0,1
2239,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,6400,NONE,0,NONE,0,1
2240,화염상태에 따른 지속적인 HP감소,171,1,HP_DECREASE_ADD,6600,NONE,0,NONE,0,1
2241,순간 MP 회복,14,1,MP_RECOVERY_ADD,427600,NONE,0,NONE,0,1
2242,순간 MP 회복,14,1,MP_RECOVERY_ADD,476200,NONE,0,NONE,0,1
2243,순간 MP 회복,14,1,MP_RECOVERY_ADD,518800,NONE,0,NONE,0,1
2244,순간 MP 회복,14,1,MP_RECOVERY_ADD,601400,NONE,0,NONE,0,1
2245,순간 MP 회복,14,1,MP_RECOVERY_ADD,626000,NONE,0,NONE,0,1
2246,순간 MP 회복,14,1,MP_RECOVERY_ADD,715600,NONE,0,NONE,0,1
2247,순간 MP 회복,14,1,MP_RECOVERY_ADD,806400,NONE,0,NONE,0,1
2248,순간 MP 회복,14,1,MP_RECOVERY_ADD,833400,NONE,0,NONE,0,1
2249,순간 MP 회복,14,1,MP_RECOVERY_ADD,924400,NONE,0,NONE,0,1
2250,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2251,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2252,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2253,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2254,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2255,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2256,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2257,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2258,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2259,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2260,순간 MP 회복,14,1,MP_RECOVERY_ADD,1010200,NONE,0,NONE,0,1
2261,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,10000,MP_MAX_ADD,1500,NONE,0,1
2262,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,12000,MP_MAX_ADD,1500,NONE,0,1
2263,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2264,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,18000,MP_MAX_ADD,1500,NONE,0,1
2265,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,20000,MP_MAX_ADD,1500,NONE,0,1
2266,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2267,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2268,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2269,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2270,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2271,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2272,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2273,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2274,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2275,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2276,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2277,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2278,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2279,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2280,스킬 사용 시 MP 소모 감소,2,2,MP_RECOVERY_ADD,15000,MP_MAX_ADD,1500,NONE,0,1
2281,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2282,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2283,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2284,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2285,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2286,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2287,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2288,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2289,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2290,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2291,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2292,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2293,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2294,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2295,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2296,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2297,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2298,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2299,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2300,순간 에너지 추출,15,1,HP_DECREASE_ADD,10,NONE,0,NONE,0,1
2301,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-12,RESIST_ICE_ADD,-7,RESIST_LIGHTNING_ADD,-5,1
2302,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-14,RESIST_ICE_ADD,-9,RESIST_LIGHTNING_ADD,-6,1
2303,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-16,RESIST_ICE_ADD,-11,RESIST_LIGHTNING_ADD,-7,1
2304,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-18,RESIST_ICE_ADD,-13,RESIST_LIGHTNING_ADD,-8,1
2305,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-20,RESIST_ICE_ADD,-15,RESIST_LIGHTNING_ADD,-9,1
2306,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-22,RESIST_ICE_ADD,-17,RESIST_LIGHTNING_ADD,-10,1
2307,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-24,RESIST_ICE_ADD,-19,RESIST_LIGHTNING_ADD,-11,1
2308,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-26,RESIST_ICE_ADD,-21,RESIST_LIGHTNING_ADD,-12,1
2309,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-28,RESIST_ICE_ADD,-23,RESIST_LIGHTNING_ADD,-13,1
2310,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-30,RESIST_ICE_ADD,-25,RESIST_LIGHTNING_ADD,-14,1
2311,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-32,RESIST_ICE_ADD,-27,RESIST_LIGHTNING_ADD,-15,1
2312,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-34,RESIST_ICE_ADD,-29,RESIST_LIGHTNING_ADD,-16,1
2313,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-36,RESIST_ICE_ADD,-31,RESIST_LIGHTNING_ADD,-17,1
2314,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-38,RESIST_ICE_ADD,-33,RESIST_LIGHTNING_ADD,-18,1
2315,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-40,RESIST_ICE_ADD,-35,RESIST_LIGHTNING_ADD,-19,1
2316,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-42,RESIST_ICE_ADD,-37,RESIST_LIGHTNING_ADD,-20,1
2317,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-44,RESIST_ICE_ADD,-39,RESIST_LIGHTNING_ADD,-21,1
2318,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-46,RESIST_ICE_ADD,-41,RESIST_LIGHTNING_ADD,-22,1
2319,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-48,RESIST_ICE_ADD,-43,RESIST_LIGHTNING_ADD,-23,1
2320,파이어 저항력 감소,1,3,RESIST_FIRE_ADD,-50,RESIST_ICE_ADD,-45,RESIST_LIGHTNING_ADD,-24,1
2321,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-7,NONE,0,NONE,0,1
2322,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-9,NONE,0,NONE,0,1
2323,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-11,NONE,0,NONE,0,1
2324,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-13,NONE,0,NONE,0,1
2325,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-15,NONE,0,NONE,0,1
2326,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-17,NONE,0,NONE,0,1
2327,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-19,NONE,0,NONE,0,1
2328,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-21,NONE,0,NONE,0,1
2329,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-23,NONE,0,NONE,0,1
2330,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-25,NONE,0,NONE,0,1
2331,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-27,NONE,0,NONE,0,1
2332,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-29,NONE,0,NONE,0,1
2333,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-31,NONE,0,NONE,0,1
2334,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-33,NONE,0,NONE,0,1
2335,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-35,NONE,0,NONE,0,1
2336,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-37,NONE,0,NONE,0,1
2337,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-39,NONE,0,NONE,0,1
2338,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-41,NONE,0,NONE,0,1
2339,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-43,NONE,0,NONE,0,1
2340,아이스 저항력 감소,5,1,RESIST_ICE_ADD,-45,NONE,0,NONE,0,1
2341,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-5,NONE,0,NONE,0,1
2342,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-6,NONE,0,NONE,0,1
2343,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-7,NONE,0,NONE,0,1
2344,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-8,NONE,0,NONE,0,1
2345,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-9,NONE,0,NONE,0,1
2346,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-10,NONE,0,NONE,0,1
2347,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-11,NONE,0,NONE,0,1
2348,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-12,NONE,0,NONE,0,1
2349,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-13,NONE,0,NONE,0,1
2350,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-14,NONE,0,NONE,0,1
2351,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-15,NONE,0,NONE,0,1
2352,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-16,NONE,0,NONE,0,1
2353,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-17,NONE,0,NONE,0,1
2354,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-18,NONE,0,NONE,0,1
2355,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-19,NONE,0,NONE,0,1
2356,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-20,NONE,0,NONE,0,1
2357,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-21,NONE,0,NONE,0,1
2358,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-22,NONE,0,NONE,0,1
2359,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-23,NONE,0,NONE,0,1
2360,라이트닝 저항력 감소,9,1,RESIST_LIGHTNING_ADD,-24,NONE,0,NONE,0,1
2361,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2362,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2363,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2364,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2365,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2366,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2367,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2368,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2369,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2370,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2371,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2372,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2373,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2374,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2375,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2376,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2377,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2378,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2379,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
2380,순간 마법 공격력 증가,3,1,DAMAGE_MAGICAL_MUL,75,NONE,0,NONE,0,1
3001,HP 스틸,38,1,HP_RECOVERY_ADD,186180,NONE,0,NONE,0,1
3002,HP 스틸,38,1,HP_RECOVERY_ADD,196140,NONE,0,NONE,0,1
3003,HP 스틸,38,1,HP_RECOVERY_ADD,209880,NONE,0,NONE,0,1
3004,HP 스틸,38,1,HP_RECOVERY_ADD,219840,NONE,0,NONE,0,1
3005,HP 스틸,38,1,HP_RECOVERY_ADD,232380,NONE,0,NONE,0,1
3006,HP 스틸,38,1,HP_RECOVERY_ADD,247320,NONE,0,NONE,0,1
3007,HP 스틸,38,1,HP_RECOVERY_ADD,261060,NONE,0,NONE,0,1
3008,HP 스틸,38,1,HP_RECOVERY_ADD,274800,NONE,0,NONE,0,1
3009,HP 스틸,38,1,HP_RECOVERY_ADD,288540,NONE,0,NONE,0,1
3010,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3011,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3012,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3013,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3014,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3015,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3016,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3017,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3018,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3019,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3020,HP 스틸,38,1,HP_RECOVERY_ADD,302280,NONE,0,NONE,0,1
3021,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3022,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3023,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3024,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3025,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3026,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3027,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3028,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3029,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3030,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3031,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3032,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3033,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3034,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3035,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3036,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3037,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3038,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3039,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3040,밀림 상태,1,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
3041,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,51,DEFENSE_MIN_ADD,20,DEFENSE_MUL,5,1
3042,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,68,DEFENSE_MIN_ADD,26,DEFENSE_MUL,5,1
3043,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,86,DEFENSE_MIN_ADD,34,DEFENSE_MUL,5,1
3044,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,104,DEFENSE_MIN_ADD,44,DEFENSE_MUL,5,1
3045,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,123,DEFENSE_MIN_ADD,56,DEFENSE_MUL,5,1
3046,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,133,DEFENSE_MIN_ADD,70,DEFENSE_MUL,5,1
3047,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,143,DEFENSE_MIN_ADD,86,DEFENSE_MUL,5,1
3048,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,153,DEFENSE_MIN_ADD,104,DEFENSE_MUL,5,1
3049,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,163,DEFENSE_MIN_ADD,124,DEFENSE_MUL,5,1
3050,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,173,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3051,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,183,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3052,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,193,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3053,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,203,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3054,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,213,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3055,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,223,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3056,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,233,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3057,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,243,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3058,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,253,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3059,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,263,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
3060,방어력 증가\반사 데미지 효과,41,3,REFLECT_DAMAGEHP_ADD,273,DEFENSE_MIN_ADD,146,DEFENSE_MUL,5,1
